苗栗縣,"20,862_ ",44.88%,"9,662_ ",27.61%,"30,524_ ","6,776_ ",0_ ,0_ ,,,,
臺中縣,"28,495_ ",43.63%,"11,776_ ",25.35%,"40,271_ ","1,466_ ",0_ ,0_ ,,,,
彰化縣,"12,576_ ",27.28%,"9,987_ ",25.25%,"22,563_ ","5,923_ ",0_ ,0_ ,,,,
南投縣,"11,527_ ",32.57%,"4,787_ ",18.05%,"16,314_ ",60_ ,0_ ,0_ ,,,,
雲林縣,"16,715_ ",41.67%,"6,987_ ",26.84%,"23,702_ ","6,834_ ",0_ ,0_ ,,,,
嘉義縣,"13,583_ ",31.80%,"5,787_ ",19.29%,"19,370_ ","7,163_ ",0_ ,0_ ,,,,
臺南縣,"21,512_ ",43.29%,"12,392_ ",28.95%,"33,904_ ","8,816_ ",0_ ,0_ ,,,,
高雄縣,"17,920_ ",31.82%,"8,500_ ",17.53%,"26,420_ ",771_ ,0_ ,0_ ,,,,
屏東縣,"16,957_ ",34.59%,"6,863_ ",17.60%,"23,820_ ",43_ ,0_ ,0_ ,,,,
臺東縣,"3,356_ ",16.50%,"2,956_ ",16.21%,"6,312_ ",190_ ,425_ ,425_ ,,,,
花蓮縣,"8,437_ ",43.40%,"4,937_ ",29.00%,"13,374_ ",0_ ,0_ ,0_ ,,,,
澎湖縣,"1,570_ ",15.68%,237_ ,2.81%,"1,807_ ",0_ ,0_ ,0_ ,,,,
基隆市,"9,879_ ",42.33%,"1,800_ ",9.41%,"11,679_ ",0_ ,0_ ,0_ ,,,,
新竹市,"10,295_ ",50.16%,"5,122_ ",29.71%,"15,417_ ","1,565_ ",0_ ,0_ ,,,,
臺中市,"10,462_ ",20.94%,"5,000_ ",12.02%,"15,462_ ","5,415_ ",0_ ,0_ ,,,,
嘉義市,"2,706_ ",15.38%,"1,300_ ",10.88%,"4,006_ ","2,049_ ",0_ ,0_ ,,,,
臺南市,"17,298_ ",43.97%,"9,234_ ",29.76%,"26,532_ ","5,360_ ",591_ ,591_ ,,,,
金門縣,0_ ,0.00%,0_ ,0.00%,0_ ,0_ ,0_ ,0_ ,,,,
連江縣,0_ ,0.00%,0_ ,0.00%,0_ ,0_ ,0_ ,0_ ,,,,
鄉鎮市,"4,362_ ",0.03%,212_ ,0.13%,"4,574_ ","2,116_ ",4_ ,4_ ,,,,
註1：中央政府、直轄市及縣(市)政府為審定決算數，鄉(鎮、市)公所為決算數。,,,,,,,,,,,,
註2：依據103年1月1日新公共債務法施行前之該法第4條規定，各級政府債限如下：,,,,,,,,,,,,
 (1) 一年以上非自償債務：中央及各地方政府所舉借之一年以上非自償債務未償餘額不得超過前三年度名目GNP(國民生產毛額)平均數之48%【中央40%，地方8%－其中臺北市3.6%、高雄市1.8%,,,,,,,,,,,,
　　　　、縣(市)2%、鄉(鎮、市)0.6%】。個別縣(市)及鄉(鎮、市)舉借一年以上非自償債務未償餘額占各該政府總預算及特別預算歲出總額之比率，各不得超過45%及25%。,,,,,,,,,,,,
 (2) 未滿一年債務：中央及各地方政府未滿一年債務未償餘額占總預算及特別預算歲出總額之比率，分別不得超過15%及30%。,,,,,,,,,,,,
註3：「*」表示債務超限。,,,,,,,,,,,,
表1-1.  縣(市)政府債務負擔表－債務餘額,,,,,,,,,,,,
截至99年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,1年以上,,,,,
非自償債務,,,,,,,,,,,,
"總計""""",付息數,,,,,,,,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
合　計,"8,969_ ","329,558_ ","163,260_ ","65,187_ ","1,066_ ","1,016_ ","330,624_ ","5,547_ ",,,,
臺北縣,0_ ,"55,543_ ","29,082_ ",0_ ,0_ ,0_ ,"55,543_ ","1,578_ ",,,,
桃園縣,0_ ,"22,338_ ","10,023_ ","6,412_ ",0_ ,0_ ,"22,338_ ",537_ ,,,,
宜蘭縣,"1,035_ ","14,689_ ","10,010_ ","1,528_ ",0_ ,0_ ,"14,689_ ",157_ ,,,,
新竹縣,0_ ,"13,904_ ","6,818_ ","12,750_ ",0_ ,0_ ,"13,904_ ",382_ ,,,,
苗栗縣,0_ ,"20,862_ ","9,662_ ","6,776_ ",0_ ,0_ ,"20,862_ ",282_ ,,,,
臺中縣,0_ ,"28,495_ ","11,776_ ","1,466_ ",0_ ,0_ ,"28,495_ ",464_ ,,,,
彰化縣,0_ ,"12,576_ ","9,987_ ","5,923_ ",0_ ,0_ ,"12,576_ ",162_ ,,,,
南投縣,0_ ,"11,527_ ","4,787_ ",60_ ,0_ ,0_ ,"11,527_ ",142_ ,,,,
雲林縣,0_ ,"16,715_ ","6,987_ ","6,834_ ",0_ ,0_ ,"16,715_ ",256_ ,,,,
嘉義縣,"7,163_ ","13,583_ ","5,787_ ",0_ ,0_ ,0_ ,"13,583_ ",151_ ,,,,
臺南縣,0_ ,"21,512_ ","12,392_ ","8,816_ ",0_ ,0_ ,"21,512_ ",372_ ,,,,
高雄縣,771_ ,"17,920_ ","8,500_ ",0_ ,0_ ,0_ ,"17,920_ ",147_ ,,,,
屏東縣,0_ ,"16,957_ ","6,863_ ",43_ ,0_ ,0_ ,"16,957_ ",250_ ,,,,
臺東縣,0_ ,"3,356_ ","2,956_ ",190_ ,0_ ,425_ ,"3,356_ ",40_ ,,,,
花蓮縣,0_ ,"8,437_ ","4,937_ ",0_ ,0_ ,0_ ,"8,437_ ",112_ ,,,,
澎湖縣,0_ ,"1,570_ ",237_ ,0_ ,0_ ,0_ ,"1,570_ ",11_ ,,,,
基隆市,0_ ,"9,879_ ","1,800_ ",0_ ,0_ ,0_ ,"9,879_ ",74_ ,,,,
新竹市,0_ ,"9,229_ ","5,122_ ","1,565_ ","1,066_ ",0_ ,"10,295_ ",106_ ,,,,
臺中市,0_ ,"10,462_ ","5,000_ ","5,415_ ",0_ ,0_ ,"10,462_ ",56_ ,,,,
嘉義市,0_ ,"2,706_ ","1,300_ ","2,049_ ",0_ ,0_ ,"2,706_ ",38_ ,,,,
臺南市,0_ ,"17,298_ ","9,234_ ","5,360_ ",0_ ,591_ ,"17,298_ ",230_ ,,,,
金門縣,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,,,,
連江縣,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,,,,
"註：新竹市政府「沿海十七公里觀光帶建設基金」截至99年12月底舉借債務餘額1,066百萬元，因非屬自償性公共債務，依公共債務法規定納入債限規範。",,,,,,,,,,,,
表1-2.  鄉(鎮、市)公所債務負擔表－債務餘額,,,,,,,,,,,,
截至99年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,1年以上,,,,,
非自償債務,,,,,,,,,,,,
"總計""""",付息數,,,,,,,,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
合　計,206_ ,"4,332_ ",212_ ,"1,910_ ",30_ ,4_ ,"4,362_ ",164_ ,,,,
臺北縣,0_ ,204_ ,0_ ,60_ ,0_ ,0_ ,204_ ,5_ ,,,,
桃園縣,0_ ,237_ ,0_ ,0_ ,0_ ,0_ ,237_ ,2_ ,,,,
宜蘭縣,0_ ,0_ ,0_ ,77_ ,0_ ,0_ ,0_ ,1_ ,,,,
新竹縣,0_ ,0_ ,0_ ,4_ ,0_ ,0_ ,0_ ,0_ ,,,,
苗栗縣,0_ ,70_ ,0_ ,43_ ,0_ ,0_ ,70_ ,1_ ,,,,
臺中縣,0_ ,471_ ,0_ ,0_ ,0_ ,0_ ,471_ ,58_ ,,,,
彰化縣,0_ ,334_ ,0_ ,299_ ,30_ ,0_ ,364_ ,8_ ,,,,
南投縣,48_ ,446_ ,0_ ,229_ ,0_ ,0_ ,446_ ,9_ ,,,,
雲林縣,0_ ,45_ ,0_ ,160_ ,0_ ,4_ ,45_ ,3_ ,,,,CHECK
嘉義縣,70_ ,567_ ,10_ ,226_ ,0_ ,0_ ,567_ ,17_ ,,,,OK
臺南縣,0_ ,"1,386_ ",0_ ,486_ ,0_ ,0_ ,"1,386_ ",44_ ,,,,OK
高雄縣,61_ ,332_ ,0_ ,102_ ,0_ ,0_ ,332_ ,8_ ,,,,OK
屏東縣,27_ ,110_ ,41_ ,218_ ,0_ ,0_ ,110_ ,5_ ,,,,OK
臺東縣,0_ ,81_ ,0_ ,6_ ,0_ ,0_ ,81_ ,0_ ,,,,OK
花蓮縣,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,,,,OK
澎湖縣,0_ ,49_ ,161_ ,0_ ,0_ ,0_ ,49_ ,3_ ,,,,OK
金門縣,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,,,,
連江縣,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,0_ ,,,,
表1.  各級政府債務負擔表－債務餘額,,,,,,,,,,,,
截至99年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
,普通基金債務餘額,,,非營業基金債務餘額,,,1年以上,,,,,
非自償債務,,,,,,,,,,,,
"總計""""",付息數,,,,,,,,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
　政 府 別,自償,非自償,,自償,非自償,,,,,,,
  合　　計,"10,775_ ","5,170,214_ ","405,487_ ","402,487_ ","17,163_ ","398,701_ ","5,187,377_ ","131,893_ ",,,,
　中央政府,0_ ,"4,536,990_ ","240,000_ ","322,178_ ",0_ ,"394,371_ ","4,536,990_ ","121,412_ ",,,,
　地方政府,"10,775_ ","633,224_ ","165,487_ ","80,309_ ","17,163_ ","4,330_ ","650,387_ ","10,481_ ",,,,
　　臺北市,"1,600_ ","153,664_ ",0_ ,"3,316_ ",0_ ,176_ ,"153,664_ ","2,938_ ",,,,
　　高雄市,0_ ,"145,670_ ","2,015_ ","9,896_ ","16,067_ ","3,134_ ","161,737_ ","1,832_ ",,,,
　　縣　市 (表1-1),"8,969_ ","329,558_ ","163,260_ ","65,187_ ","1,066_ ","1,016_ ","330,624_ ","5,547_ ",,,,
　　鄉鎮市 (表1-2),206_ ,"4,332_ ",212_ ,"1,910_ ",30_ ,4_ ,"4,362_ ",164_ ,,,,
說明：,,,,,,,,,,,,
　　1.中央政府、直轄市及縣(市)政府為審定決算數，鄉(鎮、市)公所為決算數。,,,,,,,,,,,,
　　2.本表為各級政府為應公共事務支出所舉借之債務，包括公債、國庫券、國內外借款。普通基金包括總預算及特別預算。,,,,,,,,,,,,
"　　3.1年以上自償性債務總計413,262百萬元，係有特定財源用以償債，依公共債務法規定不計入債限。",,,,,,,,,,,,
"　　4.未滿1年之債務總計804,188百萬元，係為調節庫款收支所舉借之債務，其中普通基金405,487百萬元，受公共債務法債限管制。",,,,,,,,,,,,
　　5.因擔保、保證或契約可能造成未來會計年度支出：,,,,,,,,,,,,
"　　　(1)中央政府：中央政府：普通基金（交通部）325,880百萬元；非營業基金3,312百萬元。",,,,,,,,,,,,
"　　　(2)直轄市及縣(市)政府：共計45,553百萬元，分別為臺北市228百萬元、高雄市40,085百萬元、臺北縣50百萬元、桃園縣596百萬元、",,,,,,,,,,,,
"                新竹市54百萬元、苗栗縣3,861百萬元、臺中縣113百萬元、臺中市90百萬元、 彰化縣12百萬元、嘉義縣27百萬元、高雄縣214百萬元、",,,,,,,,,,,,
                屏東縣119百萬元、澎湖縣24百萬元及連江縣80百萬元。,,,,,,,,,,,,
表2-1.  縣(市)政府債務負擔表－債務比率,,,,,,,,,,,,
截至99年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,　　　　　　　　　單位：％　,,,,,,,,
政府別,   1年以上非自償債務餘額,,未滿1年債務餘額,,,,,,,,,
,占歲出比率,法定比率,占歲出比率,法定比率,,,,,,,,
合　計,36.70%,45.00%,22.24%,30.00%,,,,,,,,
臺北縣,44.88%,45.00%,27.33%,30.00%,,,,,,,,
桃園縣,39.13%,45.00%,18.96%,30.00%,,,,,,,,
宜蘭縣,39.95%,45.00%,29.89%,30.00%,,,,,,,,
新竹縣,40.78%,45.00%,24.23%,30.00%,,,,,,,,
苗栗縣,44.88%,45.00%,27.61%,30.00%,,,,,,,,
臺中縣,43.63%,45.00%,25.35%,30.00%,,,,,,,,
彰化縣,27.28%,45.00%,25.25%,30.00%,,,,,,,,
南投縣,32.57%,45.00%,18.05%,30.00%,,,,,,,,
雲林縣,41.67%,45.00%,26.84%,30.00%,,,,,,,,
嘉義縣,31.80%,45.00%,19.29%,30.00%,,,,,,,,
臺南縣,43.29%,45.00%,28.95%,30.00%,,,,,,,,
高雄縣,31.82%,45.00%,17.53%,30.00%,,,,,,,,
屏東縣,34.59%,45.00%,17.60%,30.00%,,,,,,,,
臺東縣,16.50%,45.00%,16.21%,30.00%,,,,,,,,
花蓮縣,43.40%,45.00%,29.00%,30.00%,,,,,,,,
澎湖縣,15.68%,45.00%,2.81%,30.00%,,,,,,,,
基隆市,42.33%,45.00%,9.41%,30.00%,,,,,,,,
新竹市,50.16%,45.00%,29.71%,30.00%,,,,,,,,
臺中市,20.94%,45.00%,12.02%,30.00%,,,,,,,,
嘉義市,15.38%,45.00%,10.88%,30.00%,,,,,,,,
臺南市,43.97%,45.00%,29.76%,30.00%,,,,,,,,
金門縣,0.00%,45.00%,0.00%,30.00%,,,,,,,,
連江縣,0.00%,45.00%,0.00%,30.00%,,,,,,,,
 ,,,,,,,,,,,,
表2-2.  鄉(鎮、市)公所債務負擔表－債務比率,,,,,,,,,,,,
截至99年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,　　　　　　　　　單位：％　　,,,,,,,,
政府別,   1年以上非自償債務餘額,,未滿1年債務餘額,,,,,,,,,
,占歲出比率,法定比率,占歲出比率,法定比率,,,,,,,,
合　計,2.26%,25.00%,0.13%,30.00%,,,,,,,,
臺北縣,0.42%,25.00%,0.00%,30.00%,,,,,,,,
桃園縣,1.08%,25.00%,0.00%,30.00%,,,,,,,,
宜蘭縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
新竹縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
苗栗縣,1.03%,25.00%,0.00%,30.00%,,,,,,,,
臺中縣,2.25%,25.00%,0.00%,30.00%,,,,,,,,
彰化縣,3.30%,25.00%,0.00%,30.00%,,,,,,,,
南投縣,4.60%,25.00%,0.00%,30.00%,,,,,,,,
雲林縣,0.45%,25.00%,0.00%,30.00%,,,,,,,,
嘉義縣,7.36%,25.00%,0.13%,30.00%,,,,,,,,
臺南縣,19.21%,25.00%,0.00%,30.00%,,,,,,,,
高雄縣,2.07%,25.00%,0.00%,30.00%,,,,,,,,
屏東縣,1.05%,25.00%,0.48%,30.00%,,,,,,,,
臺東縣,2.23%,25.00%,0.00%,30.00%,,,,,,,,
花蓮縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
澎湖縣,3.07%,25.00%,10.98%,30.00%,,,,,,,,
金門縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
連江縣,0.00%,25.00%,0.00%,30.00%,,,,,,,,
 ,,,,,,,,,,,,
表2.  各級政府債務負擔表－債務比率,,,,,,,,,,,,
截至99年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,單位：％　　,,,,,,
,   1年以上非自償債務餘額,,,,未滿1年債務餘額,,,,,,,
  政 府 別,占歲出比率,法定比率,占前3年度名目國民,,,,,,,,,
"生產毛額平均數比率""""",法定比率,占歲出比率,法定比率,,,,,,,,,
　合　　計,－,－,38.35%,48.00%,－,－,,,,,,
　中央政府,－,－,33.54%,40.00%,12.12%,15.00%,,,,,,
　地方政府,－,－,4.81%,8.00%,－,－,,,,,,
　　臺北市,－,－,1.14%,3.60%,0.00%,30.00%,,,,,,
　　高雄市,－,－,1.20%,1.80%,2.65%,30.00%,,,,,,
　　縣　市 (表2-1),36.70%,45.00%,2.44%,2.00%,22.24%,30.00%,,,,,,
　　鄉鎮市 (表2-2),2.26%,25.00%,0.03%,0.60%,0.13%,30.00%,,,,,,
說明：1.依據公共債務法規定：,,,,,,,,,,,,
　　　　(1)1年以上非自償債務，係指中央及地方政府在普通基金及非營業基金預算內，所舉借1年以上非自償債務。,,,,,,,,,,,,
　　　　(2)未滿1年債務，係指中央及地方政府為普通基金調度所舉借未滿1年債務。,,,,,,,,,,,,
      2.行政院主計總處配合聯合國國民經濟會計制度之修訂，將原國民生產毛額(GNP)改稱為國民所得毛額(GNI)。,,,,,,,,,,,,
"        該總處105年10月28日公布之前3年度(96年度至98年度)名目國民所得毛額(GNI)平均數為13,527,025百萬元。",,,,,,,,,,,,
各級政府公共債務概況總表,,,,,,,,,,,,
100年度,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元；％,,,,,
　　　　　項目,,,,,,,,,,,,
" 政府別""""",公共債務法規範之債務,,,,,其他債務,,,,,,
,一年以上債務,,未滿一年債務,,債務合計,自償性債務,非營業基金,,,,,
"未滿一年債務""""",,,,,,,,,,,,
,金額,比率,金額,比率,,,,,,,,
,-1,-2,-3,-4,(5)=(1)+(3),-6,-7,,,,,
合    計,"5,472,960_ ",39.67%,"446,446_ ",－,"5,919,406_ ","425,924_ ","395,485_ ",,,,,
中央政府,"4,755,087_ ",34.47%,"279,050_ ",14.01%,"5,034,137_ ","334,195_ ","387,643_ ",,,,,
地方政府,"717,873_ ",5.20%,"167,396_ ",－,"885,269_ ","91,729_ ","7,842_ ",,,,,
直轄市,"528,963_ ",－,"81,590_ ",12.21%,"610,553_ ","44,142_ ","7,368_ ",,,,,
臺北市,"202,809_ ",1.47%,0_ ,0.00%,"202,809_ ","4,101_ ",180_ ,,,,,
高雄市,"194,231_ ",1.41%,"9,000_ ",6.67%,"203,231_ ","8,157_ ","3,063_ ",,,,,
新北市,"42,596_ ",24.00%,"23,804_ ",15.34%,"66,400_ ","4,479_ ",0_ ,,,,,
臺中市,"45,232_ ",33.51%,"27,205_ ",25.51%,"72,437_ ","18,848_ ",0_ ,,,,,
臺南市,"44,095_ ",42.74%,"21,581_ ",25.66%,"65,676_ ","8,559_ ","4,126_ ",,,,,
縣市,"187,059_ ",1.36%,"85,615_ ",20.50%,"272,674_ ","46,517_ ",470_ ,,,,,
桃園縣,"24,750_ ",37.72%,"9,500_ ",15.30%,"34,250_ ",691_ ,0_ ,,,,,
宜蘭縣,"14,685_ ",61.49%,"9,940_ ",45.94%,"24,625_ ","2,602_ ",0_ ,,,,,
新竹縣,"13,666_ ",41.58%,"6,664_ ",24.14%,"20,330_ ","8,695_ ",0_ ,,,,,
苗栗縣,"23,766_ ",45.13%,"10,363_ ",24.98%,"34,129_ ","7,129_ ",0_ ,,,,,
彰化縣,"13,183_ ",29.10%,"7,814_ ",19.87%,"20,997_ ","7,144_ ",0_ ,,,,,
南投縣,"11,527_ ",34.37%,"6,119_ ",26.13%,"17,645_ ",20_ ,0_ ,,,,,
雲林縣,"17,389_ ",42.10%,"6,655_ ",23.22%,"24,045_ ","6,792_ ",0_ ,,,,,
嘉義縣,"14,283_ ",37.10%,"5,614_ ",23.80%,"19,898_ ","7,998_ ",0_ ,,,,,
屏東縣,"18,448_ ",33.91%,"8,060_ ",20.20%,"26,508_ ",32_ ,0_ ,,,,,
臺東縣,"3,544_ ",17.48%,"3,671_ ",23.13%,"7,214_ ","1,629_ ",470_ ,,,,,
花蓮縣,"8,728_ ",42.40%,"4,478_ ",24.45%,"13,206_ ",0_ ,0_ ,,,,,
澎湖縣,"1,570_ ",14.39%,0_ ,0.00%,"1,570_ ",0_ ,0_ ,,,,,
基隆市,"9,379_ ",41.88%,"1,215_ ",6.41%,"10,595_ ",0_ ,0_ ,,,,,
新竹市,"9,688_ ",47.59%,"4,522_ ",24.73%,"14,210_ ","1,738_ ",0_ ,,,,,
嘉義市,"2,451_ ",13.94%,"1,000_ ",8.17%,"3,451_ ","2,049_ ",0_ ,,,,,
金門縣,0_ ,0.00%,0_ ,0.00%,0_ ,0_ ,0_ ,,,,,
連江縣,0_ ,0.00%,0_ ,0.00%,0_ ,0_ ,0_ ,,,,,
鄉鎮市,"1,851_ ",0.01%,191_ ,0.24%,"2,042_ ","1,070_ ",4_ ,,,,,
註1：中央政府、直轄市及縣(市)政府為審定決算數，鄉(鎮、市)公所為決算數。,,,,,,,,,,,,
註2：依據103年1月1日新公共債務法施行前之該法第4條規定，各級政府債限如下：,,,,,,,,,,,,
 (1) 一年以上非自償債務：中央及各地方政府所舉借之一年以上非自償債務未償餘額不得超過前三年度名目GNP(國民生產毛額)平均數之48%【中央40%，地方8%－其中臺北市3.6%、高雄市1.8%,,,,,,,,,,,,
　　　　、縣(市)2%、鄉(鎮、市)0.6%】。個別縣(市)及鄉(鎮、市)舉借一年以上非自償債務未償餘額占各該政府總預算及特別預算歲出總額之比率，各不得超過45%及25%。,,,,,,,,,,,,
　　　　由於公共債務法修正草案尚未通過，新北市、臺中市及臺南市1年以上非自償債務之債限暫適用縣(市)之規定。,,,,,,,,,,,,
 (2) 未滿一年債務：中央及各地方政府未滿一年債務未償餘額占總預算及特別預算歲出總額之比率，分別不得超過15%及30%。,,,,,,,,,,,,
註3：「*」表示債務超限。,,,,,,,,,,,,
表1-1.  縣(市)政府債務負擔表－債務餘額,,,,,,,,,,,,
截至100年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,1年以上,,,,,
非自償債務,,,,,,,,,,,,
"總計""""",付息數,,,,,,,,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
合　計,"9,033","186,050","85,615","37,484","1,009",470,"187,059","3,134",,,,
桃園縣,0,"24,750","9,500",691,0,0,"24,750",439,,,,
宜蘭縣,"1,035","14,685","9,940","1,567",0,0,"14,685",232,,,,
新竹縣,0,"13,666","6,664","8,695",0,0,"13,666",431,,,,
苗栗縣,0,"23,766","10,363","7,129",0,0,"23,766",349,,,,
彰化縣,0,"13,183","7,814","7,144",0,0,"13,183",232,,,,
南投縣,0,"11,527","6,119",20,0,0,"11,527",189,,,,
雲林縣,0,"17,389","6,655","6,792",0,0,"17,389",335,,,,
嘉義縣,"7,998","14,283","5,614",0,0,0,"14,283",191,,,,
屏東縣,0,"18,448","8,060",32,0,0,"18,448",200,,,,
臺東縣,0,"3,544","3,671","1,629",0,470,"3,544",59,,,,
花蓮縣,0,"8,728","4,478",0,0,0,"8,728",136,,,,
澎湖縣,0,"1,570",0,0,0,0,"1,570",21,,,,
基隆市,0,"9,379","1,215",0,0,0,"9,379",114,,,,
新竹市,0,"8,679","4,522","1,738","1,009",0,"9,688",164,,,,
嘉義市,0,"2,451","1,000","2,049",0,0,"2,451",41,,,,
金門縣,0,0,0,0,0,0,0,0,,,,
連江縣,0,0,0,0,0,0,0,0,,,,
"註：新竹市政府「沿海十七公里觀光帶建設基金」截至100年12月底舉借債務餘額1,009百萬元，因非屬自償性公共債務，依公共債務法規定納入債限規範。",,,,,,,,,,,,
表1-2.  鄉(鎮、市)公所債務負擔表－債務餘額,,,,,,,,,,,,
截至100年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,1年以上,,,,,
非自償債務,,,,,,,,,,,,
"總計""""",付息數,,,,,,,,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
合　計,68,"1,826",191,"1,002",25,4,"1,851",50,,,,
桃園縣,0,278,0,0,0,0,278,2,,,,
宜蘭縣,0,0,0,58,0,0,0,0,,,,
新竹縣,0,0,0,2,0,0,0,0,,,,
苗栗縣,0,49,15,29,0,0,49,1,,,,
彰化縣,0,338,0,251,25,0,363,9,,,,
南投縣,48,389,0,186,0,0,389,10,,,,
雲林縣,0,27,0,114,0,4,27,3,,,,
嘉義縣,0,514,0,184,0,0,514,10,,,,
屏東縣,20,108,30,179,0,0,108,11,,,,
臺東縣,0,73,0,0,0,0,73,1,,,,
花蓮縣,0,0,0,0,0,0,0,0,,,,
澎湖縣,0,50,146,0,0,0,50,3,,,,
金門縣,0,0,0,0,0,0,0,0,,,,
連江縣,0,0,0,0,0,0,0,0,,,,
表1.  各級政府債務負擔表－債務餘額,,,,,,,,,,,,
截至100年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,,,,單位：新臺幣百萬元,,,,,
政 府 別,普通基金債務餘額,,,非營業基金債務餘額,,,1年以上,,,,,
非自償債務,,,,,,,,,,,,
"總計""""",付息數,,,,,,,,,,,
,1 年 以 上,,未 滿 1 年,1 年 以 上,,未 滿 1 年,,,,,,
,自償,非自償,,自償,非自償,,,,,,,
　合　　計,"11,088","5,455,859","446,446","414,836","17,101","395,485","5,472,960","134,203",,,,
　中央政府,0,"4,755,087","279,050","334,195",0,"387,643","4,755,087","124,452",,,,
　地方政府,"11,088","700,772","167,396","80,641","17,101","7,842","717,873","9,751",,,,
　　臺北市,"1,600","202,809",0,"2,501",0,180,"202,809","1,782",,,,
　　高雄市,92,"178,164","9,000","8,064","16,067","3,063","194,231","1,874",,,,
　　新北市,45,"42,596","23,804","4,434",0,0,"42,596","1,226",,,,
　　臺中市,0,"45,232","27,205","18,848",0,0,"45,232",710,,,,
　　臺南市,250,"44,095","21,581","8,309",0,"4,126","44,095",975,,,,
　　縣　市 (表1-1),"9,033","186,050","85,615","37,484","1,009",470,"187,059","3,134",,,,
　　鄉鎮市 (表1-2),68,"1,826",191,"1,002",25,4,"1,851",50,,,,
說明：,,,,,,,,,,,,
　　1.中央政府、直轄市及縣(市)政府為審定決算數，鄉(鎮、市)公所為決算數。,,,,,,,,,,,,
　　2.本表為各級政府為應公共事務支出所舉借之債務，包括公債、國庫券、國內外借款。普通基金包括總預算及特別預算。,,,,,,,,,,,,
"　　3.1年以上自償性債務總計425,924百萬元，係有特定財源用以償債，依公共債務法規定不計入債限。",,,,,,,,,,,,
"　　4.未滿1年之債務總計841,931百萬元，係為調節庫款收支所舉借之債務，其中普通基金446,446百萬元，受公共債務法債限管制。",,,,,,,,,,,,
　　5.因擔保、保證或契約可能造成未來會計年度支出：,,,,,,,,,,,,
"　　　(1)中央政府：中央政府：共計普通基金（交通部）325,880百萬元；非營業基金3,716百萬元。",,,,,,,,,,,,
"　　　(2)直轄市及縣(市)政府：共計57,415百萬元，分別為臺北市185百萬元、高雄市40,593百萬元、新北市214百萬元、臺中市241百萬元、",,,,,,,,,,,,
"                 桃園縣14,382百萬元、苗栗縣237百萬元、嘉義縣27百萬元、屏東縣120百萬元、花蓮縣1,058百萬元、澎湖縣24百萬元、新竹市54百萬元及",,,,,,,,,,,,
                 連江縣280百萬元。,,,,,,,,,,,,
表2-1.  縣(市)政府債務負擔表－債務比率,,,,,,,,,,,,
截至100年度止,,,,,,,,,,,,
製表日期：105年11月24日,,,,　　　　　　　　　單位：％　,,,,,,,,
政府別,   1年以上非自償債務餘額,,未滿1年債務餘額,,,,,,,,,
,占歲出比率,法定比率,占歲出比率,法定比率,,,,,,,,
合　計,35.90%,45.00%,20.50%,30.00%,,,,,,,,
桃園縣,37.72%,45.00%,15.30%,30.00%,,,,,,,,
宜蘭縣,61.49%,45.00%,45.94%,30.00%,,,,,,,,
新竹縣,41.58%,45.00%,24.14%,30.00%,,,,,,,,
苗栗縣,45.13%,45.00%,24.98%,30.00%,,,,,,,,
